Date,Close,high,low,open,Volume
2003-11-10,73.10437774658203,82.47673483602854,71.22990507017593,78.72778948321634,5658651738
2003-11-11,74.97884368896484,74.97884368896484,71.22990465080858,73.10437731617868,3232466332
2003-11-12,78.7278060913086,78.7278060913086,73.10439316838236,73.10439316838236,2203244555
2003-11-13,78.7278060913086,78.7278060913086,76.8533330194714,78.7278060913086,1309077610
2003-11-14,78.7278060913086,78.7278060913086,74.97885994763422,78.7278060913086,1897824280
2003-11-17,74.97884368896484,76.85331635433495,74.97884368896484,76.85331635433495,465863546
2003-11-18,73.10437774658203,74.97884413040414,73.10437774658203,74.97884413040414,437868063
2003-11-19,74.97884368896484,74.97884368896484,73.10437731617868,73.10437731617868,305194771
2003-11-20,76.85332489013672,76.85332489013672,74.97885201657616,74.97885201657616,930962579
2003-11-21,78.7278060913086,78.7278060913086,76.8533330194714,76.8533330194714,678662222
2003-11-24,78.7278060913086,78.7278060913086,78.7278060913086,78.7278060913086,0
2003-11-25,78.7278060913086,78.7278060913086,78.7278060913086,78.7278060913086,0
2003-11-26,78.7278060913086,78.7278060913086,78.7278060913086,78.7278060913086,0
2003-11-27,78.7278060913086,78.7278060913086,78.7278060913086,78.7278060913086,0
2003-11-28,78.7278060913086,78.7278060913086,78.7278060913086,78.7278060913086,0
2003-12-01,80.6022720336914,80.6022720336914,78.72779912765562,78.72779912765562,829645329
2003-12-02,78.7278060913086,80.60227916314578,76.8533330194714,80.60227916314578,523889548
2003-12-03,76.85332489013672,78.72779776369728,76.85332489013672,78.72779776369728,507625767
2003-12-04,78.7278060913086,78.7278060913086,76.8533330194714,76.8533330194714,787635604
2003-12-05,76.85332489013672,78.72779776369728,76.85332489013672,78.72779776369728,490173966
2003-12-08,76.85332489013672,76.85332489013672,74.97885201657616,76.85332489013672,460165448
2003-12-09,76.85332489013672,76.85332489013672,74.97885201657616,76.85332489013672,207386582
2003-12-10,78.7278060913086,78.7278060913086,73.10439316838236,74.97885994763422,1136534130
2003-12-11,78.7278060913086,78.7278060913086,76.8533330194714,76.8533330194714,244149217
2003-12-12,80.6022720336914,80.6022720336914,78.72779912765562,78.72779912765562,960036082
2003-12-15,82.47673034667969,82.47673034667969,78.72778519792895,78.72778519792895,1286092713
2003-12-16,82.47673034667969,84.3511966284714,80.60225777230433,82.47673034667969,370381897
2003-12-17,86.2256851196289,86.2256851196289,80.60227265103578,82.47674557142842,508857789
2003-12-18,95.5980453491211,95.5980453491211,86.22568685149619,86.22568685149619,1664229745
2003-12-19,93.72355651855469,99.34696814774448,89.9746175299561,95.59802915914591,624898793
2003-12-22,93.72355651855469,93.72355651855469,88.10014488936488,91.84908387796345,158859243
2003-12-23,93.72355651855469,95.59802915914591,91.84908387796345,93.72355651855469,306338791
2003-12-24,93.72355651855469,93.72355651855469,93.72355651855469,93.72355651855469,0
2003-12-25,93.72355651855469,93.72355651855469,93.72355651855469,93.72355651855469,0
2003-12-26,93.72355651855469,93.72355651855469,93.72355651855469,93.72355651855469,0
2003-12-29,93.72355651855469,93.72355651855469,89.9746175299561,93.72355651855469,294783091
2003-12-30,93.72355651855469,93.72355651855469,91.84908387796345,93.72355651855469,338090839
2003-12-31,93.72355651855469,93.72355651855469,93.72355651855469,93.72355651855469,0
2004-01-01,93.72355651855469,93.72355651855469,93.72355651855469,93.72355651855469,0
2004-01-02,95.5980453491211,95.5980453491211,91.84909943303715,93.72357239107913,250930834
2004-01-05,95.5980453491211,95.5980453491211,91.84909943303715,93.72357239107913,377675023
2004-01-06,95.5980453491211,97.47251830716306,93.72357239107913,95.5980453491211,511695838
2004-01-07,97.4725112915039,97.4725112915039,93.72356564525323,93.72356564525323,335791799
2004-01-08,104.97039794921875,104.97039794921875,97.47251283088774,97.47251283088774,773489360
2004-01-09,114.34275817871094,116.21723106846335,104.97040002253361,104.97040002253361,987877563
2004-01-12,112.46827697753906,112.46827697753906,108.71933147508177,112.46827697753906,187608240
2004-01-13,110.59380340576172,112.46827614308275,108.71933066844069,112.46827614308275,213552188
2004-01-14,116.21722412109375,116.21722412109375,106.84486023260388,108.71933301030185,691306940
2004-01-15,119.96615600585938,119.96615600585938,116.21722306955269,116.21722306955269,503214691
2004-01-16,123.71510314941406,125.58957593472867,119.96615757878486,119.96615757878486,798905299
2004-01-19,118.09169006347656,123.7150954859111,116.21721739427574,121.84062281671027,310991871
2004-01-20,118.09169006347656,119.96615014750944,116.21721739427574,118.09169006347656,330737212
2004-01-21,116.21722412109375,118.09169689879172,114.34275134339578,118.09169689879172,191777312
2004-01-22,116.21722412109375,116.21722412109375,116.21722412109375,116.21722412109375,0
2004-01-23,118.09169006347656,118.09169006347656,116.21721739427574,116.21721739427574,27703978
2004-01-26,116.21722412109375,118.09169689879172,116.21722412109375,116.21722412109375,49385353
2004-01-27,114.34275817871094,118.09170395821576,112.46828528895853,118.09170395821576,375876492
2004-01-28,112.46827697753906,118.09169523122499,112.46827697753906,114.3427497287677,493941531
2004-01-29,104.97039794921875,112.46828306754976,104.97039794921875,112.46828306754976,294321083
2004-01-30,106.84486389160156,112.46828241727447,104.97039734229514,106.84486389160156,504848219
2004-02-02,106.84486389160156,106.84486389160156,106.84486389160156,106.84486389160156,0
2004-02-03,103.09591674804688,104.97038944898578,101.22144404710797,104.97038944898578,646800171
2004-02-04,108.71932983398438,110.59380255691822,103.09591795776703,103.09591795776703,510964325
2004-02-05,110.59380340576172,110.59380340576172,106.84485793111966,106.84485793111966,341363396
2004-02-06,118.09169006347656,118.09169006347656,110.59379938667325,110.59379938667325,430778440
2004-02-09,123.71510314941406,123.71510314941406,118.09169737863897,118.09169737863897,380117065
2004-02-10,119.96615600585938,123.71510152733461,119.96615600585938,121.84062876659699,161053781
2004-02-11,119.96615600585938,119.96615600585938,118.0916958302903,119.96615600585938,22352386
2004-02-12,114.34275817871094,119.96616426279874,114.34275817871094,119.96616426279874,126529685
2004-02-13,121.84062957763672,121.84062957763672,116.21722384315986,116.21722384315986,350526554
2004-02-16,118.09169006347656,119.96615014750944,118.09169006347656,119.96615014750944,26081450
2004-02-17,118.09169006347656,119.96615014750944,118.09169006347656,119.96615014750944,90922070
2004-02-18,119.96615600585938,119.96615600585938,118.0916958302903,119.96615600585938,115523995
2004-02-19,119.96615600585938,121.84062876659699,119.96615600585938,119.96615600585938,339894870
2004-02-20,123.71510314941406,123.71510314941406,119.96615757878486,121.84063036409945,393685799
2004-02-23,123.71510314941406,123.71510314941406,123.71510314941406,123.71510314941406,0
2004-02-24,119.96615600585938,121.84062876659699,118.0916958302903,121.84062876659699,208844107
2004-02-25,118.09169006347656,118.09169006347656,116.21721739427574,118.09169006347656,314258928
2004-02-26,114.34275817871094,116.21723106846335,112.46828528895853,116.21723106846335,335560795
2004-02-27,116.21722412109375,116.21722412109375,112.4682785656978,114.34275134339578,146082523
2004-03-01,119.96615600585938,119.96615600585938,114.34275030881506,116.21722306955269,232225011
2004-03-02,119.96615600585938,121.84062876659699,118.0916958302903,119.96615600585938,218997282
2004-03-03,123.71510314941406,123.71510314941406,119.96615757878486,119.96615757878486,404586988
2004-03-04,123.71510314941406,123.71510314941406,119.96615757878486,121.84063036409945,186299217
2004-03-05,118.09169006347656,121.84062281671027,118.09169006347656,121.84062281671027,153139145
2004-03-08,118.09169006347656,118.09169006347656,116.21721739427574,118.09169006347656,107312353
2004-03-09,121.84062957763672,121.84062957763672,118.09169661637503,118.09169661637503,121777603
2004-03-10,118.09169006347656,119.96615014750944,116.21721739427574,119.96615014750944,197706414
2004-03-11,116.21722412109375,118.09169689879172,114.34275134339578,118.09169689879172,199086938
2004-03-12,112.46827697753906,114.3427497287677,110.59380422631041,112.46827697753906,275659261
2004-03-15,110.59380340576172,114.34274888040378,108.71933066844069,114.34274888040378,235998076
2004-03-16,106.84486389160156,108.71933673349253,103.09592450040417,108.71933673349253,975458348
2004-03-17,110.59380340576172,110.59380340576172,104.97039148638284,106.84485793111966,329224686
2004-03-18,112.46827697753906,112.46827697753906,110.59380422631041,110.59380422631041,268811643
2004-03-19,114.34275817871094,114.34275817871094,112.46828528895853,112.46828528895853,38665667
2004-03-22,114.34275817871094,114.34275817871094,114.34275817871094,114.34275817871094,0
2004-03-23,114.34275817871094,114.34275817871094,110.59381239920613,112.46828528895853,517355435
2004-03-24,114.34275817871094,114.34275817871094,112.46828528895853,112.46828528895853,127074194
2004-03-25,110.59380340576172,114.34274888040378,110.59380340576172,114.34274888040378,149454081
2004-03-26,106.84486389160156,112.46828241727447,106.84486389160156,112.46828241727447,155663688
2004-03-29,108.71932983398438,108.71932983398438,104.97039068070086,108.71932983398438,276489775
2004-03-30,114.34275817871094,114.34275817871094,108.71933950945372,110.59381239920613,104287301
2004-03-31,114.34275817871094,116.21723106846335,112.46828528895853,114.34275817871094,158820743
2004-04-01,116.21722412109375,116.21722412109375,112.4682785656978,112.4682785656978,57800498
2004-04-02,121.84062957763672,123.71510235085188,116.21722384315986,116.21722384315986,438550074
2004-04-05,121.84062957763672,121.84062957763672,121.84062957763672,121.84062957763672,0
2004-04-06,131.21298217773438,131.21298217773438,123.71509172864438,123.71509172864438,795352237
2004-04-07,129.33853149414062,133.08747735429998,127.46405856406093,129.33853149414062,277556794
2004-04-08,127.46405029296875,129.33852310141464,127.46405029296875,129.33852310141464,45403284
2004-04-09,127.46405029296875,127.46405029296875,127.46405029296875,127.46405029296875,0
2004-04-12,125.58956909179688,125.58956909179688,123.71509640861566,125.58956909179688,44066761
2004-04-13,125.58956909179688,127.46404177497809,123.71509640861566,125.58956909179688,61023554
2004-04-14,125.58956909179688,125.58956909179688,125.58956909179688,125.58956909179688,51376387
2004-04-15,129.33853149414062,129.33853149414062,125.58958563398126,125.58958563398126,67882172
2004-04-16,136.83641052246094,138.71088345107722,129.33853139316554,129.33853139316554,221109319
2004-04-19,144.3343048095703,146.2087777715976,136.83641296146126,136.83641296146126,240343151
2004-04-20,146.20875549316406,151.83216093721438,142.45981014035186,144.33428281675796,131479770
2004-04-21,142.45982360839844,148.08324216925058,138.71087790116368,146.20876931563322,460599955
2004-04-22,138.71087646484375,142.45982213325902,138.71087646484375,142.45982213325902,199312442
2004-04-23,138.71087646484375,142.45982213325902,134.96193079642848,142.45982213325902,175502531
2004-04-26,133.0874786376953,138.71088489699255,133.0874786376953,136.83641194883688,275059750
2004-04-27,138.71087646484375,138.71087646484375,133.0874705473899,133.0874705473899,176250544
2004-04-28,138.71087646484375,138.71087646484375,136.8364036306361,136.8364036306361,305431275
2004-04-29,136.83641052246094,136.83641052246094,136.83641052246094,136.83641052246094,214536705
2004-04-30,129.33853149414062,134.96193769920998,127.46405856406093,134.96193769920998,448351244
2004-05-03,129.33853149414062,129.33853149414062,129.33853149414062,129.33853149414062,0
2004-05-04,121.84062957763672,129.3385206704974,121.84062957763672,129.3385206704974,549459490
2004-05-05,118.09169006347656,123.7150954859111,114.34274472507491,123.7150954859111,1005246863
2004-05-06,119.96615600585938,121.84062876659699,116.21722306955269,116.21722306955269,719995436
2004-05-07,125.58956909179688,125.58956909179688,116.21721826105885,116.21721826105885,490729476
2004-05-10,118.09169006347656,119.96615014750944,116.21721739427574,119.96615014750944,368885871
2004-05-11,123.71510314941406,123.71510314941406,118.09169737863897,118.09169737863897,636586495
2004-05-12,131.21298217773438,131.21298217773438,125.58956434091688,125.58956434091688,582443560
2004-05-13,127.46405029296875,131.2129959098605,125.58957748452286,131.2129959098605,233677036
2004-05-14,121.84062957763672,125.58957512406705,119.96615680442154,125.58957512406705,127618704
2004-05-17,112.46827697753906,118.09169523122499,110.59380422631041,114.3427497287677,140582428
