Date,open,high,low,Close,Volume
2004-06-08,99.69609069824219,101.10026098976674,98.29192040671767,98.29192040671767,499150000
2004-06-09,101.10025787353516,102.5044281217787,98.29191737704808,99.69608762529163,294290000
2004-06-10,101.10025787353516,101.10025787353516,99.69608762529163,101.10025787353516,165590000
2004-06-11,101.10025787353516,101.10025787353516,99.69608762529163,99.69608762529163,135830000
2004-06-14,99.69609069824219,101.10026098976674,98.29192040671767,101.10026098976674,158540000
2004-06-15,102.50443267822266,102.50443267822266,98.2919217462409,98.2919217462409,297620000
2004-06-16,101.10025787353516,102.5044281217787,99.69608762529163,102.5044281217787,104270000
2004-06-17,99.69609069824219,99.6960906982422,98.29192040671767,99.6960906982422,350150000
2004-06-18,99.69609069824219,99.6960906982422,98.29192040671767,98.29192040671767,263260000
2004-06-21,99.69609069824219,99.6960906982422,98.29192040671767,99.6960906982422,331870000
2004-06-22,99.69609069824219,101.10026098976674,99.6960906982422,99.6960906982422,56870000
2004-06-23,101.10025787353516,101.10025787353516,99.69608762529163,101.10025787353516,469190000
2004-06-24,101.10025787353516,101.10025787353516,99.69608762529163,101.10025787353516,191310000
2004-06-25,102.50443267822266,102.50443267822266,101.10026236756207,101.10026236756207,154310000
2004-06-28,102.50443267822266,102.50443267822266,101.10026236756207,102.50443267822266,260860000
2004-06-29,103.90861511230469,103.90861511230469,102.50444463781409,102.50444463781409,123060000
2004-06-30,105.31275177001953,105.31275177001953,102.50441172281901,103.90858174641927,291260000
2004-07-01,113.291015625,114.88666373239437,111.69536751760563,114.88666373239437,203090000
2004-07-02,114.88667297363281,114.8866729736328,113.29102473788791,113.29102473788791,490800000
2004-07-05,114.88667297363281,114.8866729736328,114.8866729736328,114.8866729736328,0
2004-07-06,119.67359161376953,119.67359161376952,114.88664794921874,116.48229583740233,826610000
2004-07-07,119.67359161376953,121.26923950195312,116.48229583740233,118.07794372558592,382570000
2004-07-08,119.67359161376953,121.26923950195312,118.07794372558592,119.67359161376952,284740000
2004-07-09,121.26922607421875,121.26922607421875,118.077930651213,118.077930651213,381140000
2004-07-12,121.26922607421875,124.4605214972245,119.67357836271587,121.26922607421875,478410000
2004-07-13,122.8648681640625,122.86486816406251,119.67357288707387,121.26922052556819,133420000
2004-07-14,119.67359161376953,121.26923950195312,118.07794372558592,121.26923950195312,243420000
2004-07-15,119.67359161376953,119.67359161376952,116.48229583740233,118.07794372558592,134890000
2004-07-16,121.26922607421875,121.26922607421875,118.077930651213,118.077930651213,140620000
2004-07-19,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,43940000
2004-07-20,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,168890000
2004-07-21,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,162420000
2004-07-22,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,61730000
2004-07-23,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,15670000
2004-07-26,119.67359161376953,119.67359161376952,116.48229583740233,119.67359161376952,517650000
2004-07-27,119.67359161376953,119.67359161376952,116.48229583740233,118.07794372558592,254000000
2004-07-28,119.67359161376953,119.67359161376952,118.07794372558592,119.67359161376952,172520000
2004-07-29,119.67359161376953,119.67359161376952,118.07794372558592,119.67359161376952,57950000
2004-07-30,119.67359161376953,119.67359161376952,118.07794372558592,119.67359161376952,224110000
2004-08-02,118.07798767089844,119.6736361529376,118.07798767089844,118.07798767089844,27010000
2004-08-03,119.67359161376953,121.26923950195312,118.07794372558592,118.07794372558592,326000000
2004-08-04,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,254660000
2004-08-05,121.26922607421875,121.26922607421875,119.67357836271587,119.67357836271587,133330000
2004-08-06,119.67359161376953,121.26923950195312,119.67359161376952,119.67359161376952,126340000
2004-08-09,116.4823226928711,118.07797094893782,114.88667443680437,118.07797094893782,364660000
2004-08-10,116.4823226928711,116.4823226928711,116.4823226928711,116.4823226928711,108000000
2004-08-11,118.07798767089844,118.07798767089844,118.07798767089844,118.07798767089844,144040000
2004-08-12,116.4823226928711,118.07797094893782,116.4823226928711,118.07797094893782,13100000
2004-08-13,116.4823226928711,118.07797094893782,116.4823226928711,116.4823226928711,113270000
2004-08-16,114.88667297363281,116.4823212093777,114.8866729736328,116.4823212093777,143450000
2004-08-17,114.88667297363281,114.8866729736328,114.8866729736328,114.8866729736328,0
2004-08-18,118.07798767089844,118.07798767089844,116.48233918885927,116.48233918885927,236070000
2004-08-19,118.07798767089844,118.07798767089844,116.48233918885927,118.07798767089844,54470000
2004-08-20,116.4823226928711,118.07797094893782,116.4823226928711,116.4823226928711,6340000
2004-08-23,116.4823226928711,118.07797094893782,116.4823226928711,116.4823226928711,34770000
2004-08-24,116.4823226928711,116.4823226928711,114.88667443680437,116.4823226928711,343910000
2004-08-25,114.88667297363281,116.4823212093777,113.29102473788791,116.4823212093777,20510000
2004-08-26,114.88667297363281,114.8866729736328,113.29102473788791,113.29102473788791,26650000
2004-08-27,116.4823226928711,116.4823226928711,114.88667443680437,114.88667443680437,152960000
2004-08-30,113.291015625,114.88666373239437,113.291015625,114.88666373239437,217280000
2004-08-31,114.88667297363281,116.4823212093777,114.8866729736328,114.8866729736328,241830000
2004-09-01,119.67359161376953,119.67359161376952,114.88664794921874,114.88664794921874,785500000
2004-09-02,119.67359161376953,121.26923950195312,118.07794372558592,119.67359161376952,625450000
2004-09-03,121.26922607421875,122.86487378572163,119.67357836271587,119.67357836271587,380010000
2004-09-06,119.67359161376953,122.86488739013672,119.67359161376952,121.26923950195312,300650000
2004-09-07,118.07798767089844,119.6736361529376,118.07798767089844,119.6736361529376,380160000
2004-09-08,121.26922607421875,121.26922607421875,118.077930651213,118.077930651213,148760000
2004-09-09,118.07798767089844,119.6736361529376,114.8866907068201,119.6736361529376,1124760000
2004-09-10,119.67359161376953,121.26923950195312,116.48229583740233,118.07794372558592,807590000
2004-09-13,119.67359161376953,119.67359161376952,119.67359161376952,119.67359161376952,0
2004-09-14,126.05615997314453,127.6518075677413,121.26921718935424,121.26921718935424,1532050000
2004-09-15,129.24749755859375,130.8431456766011,124.46055320457177,126.0562013225791,1588000000
2004-09-16,127.65187072753906,127.65187072753905,126.05622234344482,127.65187072753905,208620000
2004-09-17,127.65187072753906,127.65187072753905,122.86492557525634,126.05622234344482,302950000
2004-09-20,127.65187072753906,127.65187072753905,127.65187072753905,127.65187072753905,0
2004-09-21,132.43881225585938,134.0344605962914,129.2475155749953,129.2475155749953,1901600000
2004-09-22,130.8431854248047,132.43883402754622,129.24753682206318,132.43883402754622,210400000
2004-09-23,130.8431854248047,132.43883402754622,129.24753682206318,129.24753682206318,623640000
2004-09-24,130.8431854248047,130.8431854248047,129.24753682206318,129.24753682206318,10480000
2004-09-27,127.65187072753906,130.84316749572753,126.05622234344482,129.2475191116333,174580000
2004-09-28,126.05615997314453,127.6518075677413,126.05615997314453,127.6518075677413,331780000
2004-09-29,127.65187072753906,127.65187072753905,126.05622234344482,126.05622234344482,244270000
2004-09-30,127.65187072753906,129.2475191116333,126.05622234344482,127.65187072753905,270690000
2004-10-01,129.24749755859375,129.24749755859375,127.65184944058643,127.65184944058643,447560000
2004-10-04,135.6300811767578,135.6300811767578,129.24748912138097,129.24748912138097,1251590000
2004-10-05,146.7996063232422,146.7996063232422,134.03442316469938,134.03442316469938,1496600000
2004-10-06,145.2040252685547,146.79967389787947,142.01272800990515,146.79967389787947,270080000
2004-10-07,143.60833740234375,143.60833740234375,138.8213928222656,143.60833740234375,412060000
2004-10-08,143.60833740234375,145.20398559570313,142.01268920898437,142.01268920898437,288950000
2004-10-11,145.2040252685547,146.79967389787947,142.01272800990515,143.6083766392299,350120000
2004-10-12,142.0126495361328,145.2039450313268,140.41700178853583,145.2039450313268,322910000
2004-10-13,143.60833740234375,145.20398559570313,142.01268920898437,143.60833740234375,168000000
2004-10-14,143.60833740234375,145.20398559570313,142.01268920898437,143.60833740234375,305480000
2004-10-15,145.2040252685547,145.2040252685547,142.01272800990515,142.01272800990515,301950000
2004-10-18,145.2040252685547,145.2040252685547,143.6083766392299,145.2040252685547,137550000
2004-10-19,142.0126495361328,145.2039450313268,142.0126495361328,145.2039450313268,412170000
2004-10-20,142.0126495361328,143.60829728372983,138.82135404093881,142.0126495361328,273750000
